"path","asset_type","creator_or_provider","creation_tool","creation_or_receipt_date","input_source","claimed_rights_holder","license_or_agreement","commercial_and_store_distribution","attribution_required","evidence_document","sha256","status","notes_and_risk"
"public/assets/experience/generated/building-workshop/socket-rectangle-hover.webp","webp","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","410645f9cbf01add3a5b4d115b1cbc7f3aaeac86a363cd28af34b8d4694402b6","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/building-workshop/socket-rectangle-locked.png","png","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","d520b33a35e691c4fe3b8fea19d94a852a900342e5e482961c1c3aa26e6354cd","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/building-workshop/socket-rectangle-locked.webp","webp","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","8d9d137fa27d76954ca4f755b47d0a50f34f6b943a561bfcf8d792a481592526","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/building-workshop/socket-semicircle-empty.png","png","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","d6fba497089c8d3e0ad8ed8bc8b5673856f2898cee2e04fcc6514e5333e1bf5d","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/building-workshop/socket-semicircle-empty.webp","webp","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","3982e6bf264437948609e54061a0284f6be3714b15a1add137c67b0df57c001f","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/building-workshop/socket-semicircle-hover.png","png","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","a7843469db2082d0eeb0bcf576f616132ad7290eeb993eb152e26293f6b78979","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/building-workshop/socket-semicircle-hover.webp","webp","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","ffde501372dbc0838a26b6cc00a30a9f1149ae4b6b06e087a560972d34c8ece5","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/building-workshop/socket-semicircle-locked.png","png","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","67d26b1d193da21740e49ec7a1e7deee2bab5b012aaf466cab5aa5ca1bb3db5b","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/building-workshop/socket-semicircle-locked.webp","webp","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","66902c59fd5fd39c4c213cc48e0d82d42917cb163eb470faa5c0b84f05efcab5","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/building-workshop/socket-square-empty.png","png","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","0540ca6df007c97db62c21fccec06ed2a7ded951256ee34e14c7615a922073fa","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/building-workshop/socket-square-empty.webp","webp","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","14e63f45203b32880f2032ae017c3df351f508bf7d86d4676b6b633bbc51b5ba","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/building-workshop/socket-square-hover.png","png","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","b53c43eefe1c536afe746ac71fc95ab2eb9305e3220a9eb1e15bc8e90fdea3c9","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/building-workshop/socket-square-hover.webp","webp","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","0ed41a4bee569a743769d130c8b2c555994faf5a283e40a7cb3e259d036808cf","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/building-workshop/socket-square-locked.png","png","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","eb97fa3e433a8899da6fe34bd4a85bad57d83f9975891bac34e713ab2711b4bc","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/building-workshop/socket-square-locked.webp","webp","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","c88f6109d4e3d113e09162a0d579ce37365cc1ae4397cd8925cce994bbaef177","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/building-workshop/socket-star-empty.png","png","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","39c6efe1cb37ebaccbdbc876adbc217e91d8fb2abbb653fe307a4be0c9f7f9b5","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/building-workshop/socket-star-empty.webp","webp","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","a7f19191aa2cdfe60cea9809b8700f8c50bdccf660434c18c072bb87153447b3","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/building-workshop/socket-star-hover.png","png","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","cde373049d2a24f784b0be8bd05659c5a48252e476241ab2b24c0d89db2a2055","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/building-workshop/socket-star-hover.webp","webp","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","63c0563f965591b65b8638e628bb2e3da115fdbab35724295374c06a21fcfa6f","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/building-workshop/socket-star-locked.png","png","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","819c6aba4a3fb331680aff3a02fe7ef2c972b12e23c7476970d187e2b9cd3a5f","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/building-workshop/socket-star-locked.webp","webp","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","94faf8633429219bd6a65666487119608b0748433e208f4eb4fa501dfb464a2c","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/building-workshop/socket-triangle-empty.png","png","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","2e1962ad8b031de2dae8cb88a3d5cf6144ea44edc076c842b863db157eee98c2","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/building-workshop/socket-triangle-empty.webp","webp","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","3a4f43caf1719e21dead6cece99f90ba9b8a79130458f245964d8df664f5e18d","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/building-workshop/socket-triangle-hover.png","png","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","ccedcc9d2b12976c6adf179518dce3ef2b93fed674f78c4f9a7bf568d1af6b3c","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/building-workshop/socket-triangle-hover.webp","webp","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","0ae8f878ee5c3bf6bb13b379149337db4dab675d9cfb2cc21807608eea27d0e7","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/building-workshop/socket-triangle-locked.png","png","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","4348aa0bcd777f0af23858c9353705eaf1014fed7aeceb6d0f39b31cf4a26e83","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/building-workshop/socket-triangle-locked.webp","webp","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","3d6fc157d92ca72445f9dfc934fd0982b5898a9ea3a04e931139f52da007c1fc","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/building-workshop/vehicle-body.png","png","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","84a8dcc2e4f64fe84083e881083e585c61e82a8be9969b46370d11af900398dc","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/building-workshop/vehicle-body.webp","webp","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","db2bdd53ceab3b70afbad73b1846b7c4a1f0aba67dc7c02cebed43ee00b5547f","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/building-workshop/vehicle-cabin.png","png","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","84a8dcc2e4f64fe84083e881083e585c61e82a8be9969b46370d11af900398dc","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/building-workshop/vehicle-cabin.webp","webp","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","db2bdd53ceab3b70afbad73b1846b7c4a1f0aba67dc7c02cebed43ee00b5547f","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/building-workshop/vehicle-light.png","png","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","84a8dcc2e4f64fe84083e881083e585c61e82a8be9969b46370d11af900398dc","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/building-workshop/vehicle-light.webp","webp","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","db2bdd53ceab3b70afbad73b1846b7c4a1f0aba67dc7c02cebed43ee00b5547f","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/building-workshop/vehicle-wheel.png","png","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","84a8dcc2e4f64fe84083e881083e585c61e82a8be9969b46370d11af900398dc","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/building-workshop/vehicle-wheel.webp","webp","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","db2bdd53ceab3b70afbad73b1846b7c4a1f0aba67dc7c02cebed43ee00b5547f","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/building-workshop/workbench.png","png","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","2c29fd657f8fe4312e070ef1e400ee03205f47406daa1ebe36846eece15f0ada","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/building-workshop/workbench.webp","webp","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","5bc44933d2e244b7a70a697f6a186665ecc298dacce25af420b5990666d20afd","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/feed-the-monster/basket-empty.png","png","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","369282809b326d39a27c4a6afaef8ba0a7a194f5004663ce866b44d858662df2","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/feed-the-monster/basket-empty.webp","webp","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","1e5447ed6bd9e315ec4abda294012013c5535d144e48adb11f320d308d43299f","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/feed-the-monster/basket-full.png","png","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","369282809b326d39a27c4a6afaef8ba0a7a194f5004663ce866b44d858662df2","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/feed-the-monster/basket-full.webp","webp","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","1e5447ed6bd9e315ec4abda294012013c5535d144e48adb11f320d308d43299f","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/feed-the-monster/delivery-highlight.png","png","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","63076367394751b866496f11613e0a466a63969c2c6c6e192a4768b93eea93c9","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/feed-the-monster/delivery-highlight.webp","webp","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","a5f918d740ea30ef4b3de8bc69a6324eb8e65ea7b38456467edb16c0dd09fda4","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/feed-the-monster/delivery-idle.png","png","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","63076367394751b866496f11613e0a466a63969c2c6c6e192a4768b93eea93c9","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/feed-the-monster/delivery-idle.webp","webp","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","a5f918d740ea30ef4b3de8bc69a6324eb8e65ea7b38456467edb16c0dd09fda4","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/feed-the-monster/food-apple.png","png","Claimed Anthropic Claude Design / derived project asset","Claude Design chain (claude-design)","Manifest generated 2026-07-29","Missing Claude source/receipt evidence","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","34e198127d8acddd36f4091da2d49786cccf2f9f455a9a7907b4dd89c2023808","BLOCKED_UNVERIFIED","BLOCKER: derivative inherits the missing Claude/source chain-of-title evidence."
"public/assets/experience/generated/feed-the-monster/food-apple.webp","webp","Claimed Anthropic Claude Design / derived project asset","Claude Design chain (claude-design)","Manifest generated 2026-07-29","Missing Claude source/receipt evidence","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","f48cf8f15f41f01fb46659e70978c559de2110be7199a37e01c19953c6580583","BLOCKED_UNVERIFIED","BLOCKER: derivative inherits the missing Claude/source chain-of-title evidence."
"public/assets/experience/generated/feed-the-monster/food-banana.png","png","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","7cfcc134f1fc3a9a61cef054f2d0c6e751b6a52a239a003f7f917d6664061d99","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/feed-the-monster/food-banana.webp","webp","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","2b1bbde2e3dd611321bf4efd0582c0a2fd442d99cb5bf8832e5cdbda8162a466","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/feed-the-monster/food-carrot.png","png","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","ecdcacb641a979137724d209d326a3e9644c441a0c91909286b494a49a5946ef","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/feed-the-monster/food-carrot.webp","webp","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","8ed1713ce4f84b892888c5fc6a41f4d36df1caf5d2ca760bf18eedac91738aac","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/feed-the-monster/food-cheese.png","png","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","e9b095881a49f684d020d1ba897194598f1c678101df5bf00e752c17fa862de0","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/feed-the-monster/food-cheese.webp","webp","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","ab65d4853c3a6f5713a20b6bf54fc62bf08e2cf063bb1d70317b58d352ca87b9","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/feed-the-monster/food-cookie.png","png","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","8855b7e5f5ab464ba957cfe1bbc391bc0ff4d12d34146af06a3e9dc51029ab3b","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/feed-the-monster/food-cookie.webp","webp","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","b28963446bd09fd5555692a27bdf81885689a3250a3e87184d8771b75aaa2914","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/feed-the-monster/food-grapes.png","png","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","acb517529cb7a1be6b3492d3d8cd092ea2d8c4363872c043c23c40b513297399","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/feed-the-monster/food-grapes.webp","webp","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","df5e1e2f052992defd9559a53f3cc2614d13ed45d77383ca964099beadbfd8f6","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/feed-the-monster/food-pear.png","png","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","4c542e8a6da77af84ded8478612e434eb78efbbef4b21817d0946d7e1bee870c","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/feed-the-monster/food-pear.webp","webp","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","b4f7c2f5e75a831f1c11b52aa66a5c01670181e9c867f48564969f174c70ccb7","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/feed-the-monster/food-strawberry.png","png","Claimed Anthropic Claude Design / derived project asset","Claude Design chain (claude-design)","Manifest generated 2026-07-29","Missing Claude source/receipt evidence","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","4dd8be4b5a2e8b204bad5b3c4863b36f3ede68c16bd52ea872f0bff15921718f","BLOCKED_UNVERIFIED","BLOCKER: derivative inherits the missing Claude/source chain-of-title evidence."
"public/assets/experience/generated/feed-the-monster/food-strawberry.webp","webp","Claimed Anthropic Claude Design / derived project asset","Claude Design chain (claude-design)","Manifest generated 2026-07-29","Missing Claude source/receipt evidence","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","555436afbc96b32b95f37c3864b7a3b5839e08690c312560eec6e0f2695ad02d","BLOCKED_UNVERIFIED","BLOCKER: derivative inherits the missing Claude/source chain-of-title evidence."
"public/assets/experience/generated/feed-the-monster/food-tomato.png","png","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","3a613bd8b6e168f5982f17ed988d5a3b8a1c4e2a10b15af70f5d32cdbbdb1ee9","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/feed-the-monster/food-tomato.webp","webp","Claimed deterministic project generation","Project generation scripts (source field: generated)","Manifest generated 2026-07-29","Project scripts/specifications; author assignment not independently verified","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","4d6808b24c997d19ad0a9b60e9d555e1ff68d4e7d9a45962a21c8c9e06fa5e9a","UNVERIFIED","Verify authorship/assignment for scripts and specifications and retain reproducible source inputs before release."
"public/assets/experience/generated/feed-the-monster/monster-cheer-1.png","png","Claimed Anthropic Claude Design / derived project asset","Claude Design chain (claude-derived)","Manifest generated 2026-07-29","Missing Claude source/receipt evidence","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","deb98292d278a07980d9204b8fd86330ddb1e94d6f506a23c7ef5bd56bce997b","BLOCKED_UNVERIFIED","BLOCKER: derivative inherits the missing Claude/source chain-of-title evidence."
